Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides std00	Peptides std01	Peptides std02	Peptides std03	Peptides std04	Peptides std05	Peptides std06	Peptides std07	Peptides std08	Peptides std09	Peptides std10	Peptides std11	Razor + unique peptides std00	Razor + unique peptides std01	Razor + unique peptides std02	Razor + unique peptides std03	Razor + unique peptides std04	Razor + unique peptides std05	Razor + unique peptides std06	Razor + unique peptides std07	Razor + unique peptides std08	Razor + unique peptides std09	Razor + unique peptides std10	Razor + unique peptides std11	Unique peptides std00	Unique peptides std01	Unique peptides std02	Unique peptides std03	Unique peptides std04	Unique peptides std05	Unique peptides std06	Unique peptides std07	Unique peptides std08	Unique peptides std09	Unique peptides std10	Unique peptides std11	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage std00 [%]	Sequence coverage std01 [%]	Sequence coverage std02 [%]	Sequence coverage std03 [%]	Sequence coverage std04 [%]	Sequence coverage std05 [%]	Sequence coverage std06 [%]	Sequence coverage std07 [%]	Sequence coverage std08 [%]	Sequence coverage std09 [%]	Sequence coverage std10 [%]	Sequence coverage std11 [%]	Intensity	Intensity std00	Intensity std01	Intensity std02	Intensity std03	Intensity std04	Intensity std05	Intensity std06	Intensity std07	Intensity std08	Intensity std09	Intensity std10	Intensity std11	iBAQ	iBAQ std00	iBAQ std01	iBAQ std02	iBAQ std03	iBAQ std04	iBAQ std05	iBAQ std06	iBAQ std07	iBAQ std08	iBAQ std09	iBAQ std10	iBAQ std11	LFQ intensity std00	LFQ intensity std01	LFQ intensity std02	LFQ intensity std03	LFQ intensity std04	LFQ intensity std05	LFQ intensity std06	LFQ intensity std07	LFQ intensity std08	LFQ intensity std09	LFQ intensity std10	LFQ intensity std11	MS/MS Count std00	MS/MS Count std01	MS/MS Count std02	MS/MS Count std03	MS/MS Count std04	MS/MS Count std05	MS/MS Count std06	MS/MS Count std07	MS/MS Count std08	MS/MS Count std09	MS/MS Count std10	MS/MS Count std11	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
A0A087WUI2;P22626-2;P22626	A0A087WUI2;P22626-2;P22626	1;1;1	1;1;1	1;1;1	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	>tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=1;>sp|P22626-2|ROA2_HUMAN Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1;>sp|P22626|ROA2_HUMAN He	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.3	10.3	10.3	29.836	261	261;341;353	0.0054645	6.3774	0	0	0	0	0	0	0	0	10.3	0	0	0	288250	0	0	0	0	0	0	0	0	288250	0	0	0	22173	0	0	0	0	0	0	0	0	22173	0	0	0	0	0	0	0	0	0	0	0	99289	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				10	211	True	232	968	1106	1106				
R4GN59;F8WBH8;A0A087WUS1;E7ET46;E7EUL8;Q96JB8-2;Q96JB8	R4GN59;F8WBH8;A0A087WUS1;E7ET46;E7EUL8;Q96JB8-2;Q96JB8	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	MAGUK p55 subfamily member 4	MPP4	>tr|R4GN59|R4GN59_HUMAN MAGUK p55 subfamily member 4 (Fragment) OS=Homo sapiens GN=MPP4 PE=1 SV=1;>tr|F8WBH8|F8WBH8_HUMAN MAGUK p55 subfamily member 4 OS=Homo sapiens GN=MPP4 PE=1 SV=2;>tr|A0A087WUS1|A0A087WUS1_HUMAN MAGUK p55 subfamily member 4 OS=Homo sa	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12.3	12.3	12.3	19.269	171	171;434;606;613;630;593;637	1	-2	0	0	0	0	0	0	12.3	0	0	0	0	0	358390	0	0	0	0	0	0	358390	0	0	0	0	0	32581	0	0	0	0	0	0	32581	0	0	0	0	0	0	0	0	0	0	0	82127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			11	523	True	578	2193	2731	2731	156;157	3	125;128	126
A0A087WVQ6;Q00610-2;Q00610;K7EJJ5;J3KS13	A0A087WVQ6;Q00610-2;Q00610;K7EJJ5;J3KS13	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Clathrin heavy chain 1	CLTC	>tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1;>sp|Q00610-2|CLH1_HUMAN Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC;>sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5;>tr|K7	5	2	2	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1.7	1.7	1.7	192.06	1679	1679;1639;1675;222;612	0	11.828	0	0	0	0	0.5	1.2	1.2	0	0.5	0	0	0	1102400	0	0	0	0	313240	170110	619050	0	0	0	0	0	12249	0	0	0	0	3480.4	1890.1	6878.3	0	0	0	0	0	0	0	0	0	0	0	141860	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	4				12	321;598	True;True	353;659	1421;1422;2448;2449	1728;1729;3037;3038	1729;3038				
A0A087WVQ9;P68104-2;Q5VTE0;P68104;A0A087WV01;Q5JR01;Q05639	A0A087WVQ9;P68104-2;Q5VTE0;P68104;A0A087WV01	4;4;4;4;2;1;1	4;4;4;4;2;1;1	4;4;4;4;2;1;1	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	EEF1A1;EEF1A1P5	>tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1;>sp|P68104-2|EF1A1_HUMAN Isoform 2 of Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1;>sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=	7	4	4	4	0	0	0	0	2	1	4	2	1	2	0	0	0	0	0	0	2	1	4	2	1	2	0	0	0	0	0	0	2	1	4	2	1	2	0	0	25.6	25.6	25.6	47.883	441	441;441;462;462;426;145;463	0	73.097	0	0	0	0	12	6.6	25.6	12.9	6.6	12.9	0	0	15858000	0	0	0	0	6346100	316120	7430300	820270	496290	448810	0	0	834630	0	0	0	0	334010	16638	391070	43172	26120	23621	0	0	0	0	0	0	949460	0	1451400	928340	0	465250	0	0	0	0	0	0	4	1	5	3	1	2	0	0	16				13	298;481;571;656	True;True;True;True	327;533;534;629;725	1339;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2325;2326;2327;2731;2732	1639;2496;2497;2498;2499;2500;2501;2502;2503;2504;2505;2895;2896;2897;3351;3352	1639;2499;2895;3351		4		102
A0A087WW66;Q99460-2;Q99460	A0A087WW66;Q99460-2;Q99460	1;1;1	1;1;1	1;1;1	26S proteasome non-ATPase regulatory subunit 1	PSMD1	>tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=1;>sp|Q99460-2|PSMD1_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1;>sp|Q99460|PSMD1_HUMAN 26S prote	3	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2.7	2.7	2.7	105.85	953	953;922;953	0	19.418	0	0	0	0	2.7	0	2.7	0	2.7	0	0	0	1366400	0	0	0	0	445410	0	713620	0	207340	0	0	0	29072	0	0	0	0	9476.9	0	15183	0	4411.4	0	0	0	0	0	0	0	0	0	0	0	71419	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3				14	631	True	698	2614;2615;2616	3214;3215;3216	3214				
A0A087WWK9;H0YIA6;O43248;P31270;P31277	A0A087WWK9;H0YIA6;O43248;P31270;P31277	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Homeobox protein Hox-C11;Homeobox protein Hox-A11;Homeobox protein Hox-D11	HOXA11;HOXC11;HOXD11	>tr|A0A087WWK9|A0A087WWK9_HUMAN Homeobox protein Hox-D11 OS=Homo sapiens GN=HOXD11 PE=1 SV=1;>tr|H0YIA6|H0YIA6_HUMAN Homeobox protein Hox-A11 (Fragment) OS=Homo sapiens GN=HOXA11 PE=1 SV=1;>sp|O43248|HXC11_HUMAN Homeobox protein Hox-C11 OS=Homo sapiens GN=	5	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.1	8.1	8.1	18.025	161	161;283;304;313;338	1	-2	0	0	0	0	0	0	0	0	8.1	0	0	0	1747500	0	0	0	0	0	0	0	0	1747500	0	0	0	194160	0	0	0	0	0	0	0	0	194160	0	0	0	0	0	0	0	0	0	0	0	601930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			15	552	True	610	2278	2848	2848	158	5	121	125
Q5VU61;A0A087WWU8;J3KN67;P06753-5;P06753-2;K7EP68;K7ERG3;Q5HYB6;P06753-7;P06753-4;P06753-3;P06753-6;P06753;H0YL80;D6R904;H0YKP3;Q5TCU3;CON__Q3SX28;Q5TCU8;P07951-3;P07951-2;P07951	Q5VU61;A0A087WWU8;J3KN67;P06753-5;P06753-2;K7EP68;K7ERG3;Q5HYB6;P06753-7;P06753-4;P06753-3;P06753-6;P06753	3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1	3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1	1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0	Tropomyosin alpha-3 chain	TPM3;TPM4;DKFZp686J1372	>tr|Q5VU61|Q5VU61_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2;>tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1;>tr|J3KN67|J3KN67_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 S	22	3	3	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	21.1	21.1	5.4	26.056	223	223;227;285;248;248;138;170;232;158;247;247;248;285;68;95;157;284;284;322;248;284;284	0	17.856	0	0	0	0	21.1	0	5.4	0	5.4	0	0	0	2930200	0	0	0	0	1202900	0	527700	0	1199600	0	0	0	195350	0	0	0	0	80193	0	35180	0	79976	0	0	0	0	0	0	0	296580	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	6				16	237;266;431	True;True;True	260;292;473;474	1052;1174;1862;1863;1864;1865	1193;1400;2331;2332;2333;2334	1193;1400;2332		6;7		212;223
A0A087WX84;A0A0A0MRE9;A0A0A0MRF6;Q99996-4;Q99996-5;Q99996-3;Q99996-2;Q99996;Q99996-6	A0A087WX84;A0A0A0MRE9;A0A0A0MRF6;Q99996-4;Q99996-5;Q99996-3;Q99996-2;Q99996;Q99996-6	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	A-kinase anchor protein 9	AKAP9	>tr|A0A087WX84|A0A087WX84_HUMAN A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 PE=1 SV=1;>tr|A0A0A0MRE9|A0A0A0MRE9_HUMAN A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 PE=1 SV=1;>tr|A0A0A0MRF6|A0A0A0MRF6_HUMAN A-kinase anchor protein 9 OS=Homo sapi	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	190.74	1637	1637;3126;3910;1643;3857;3899;3907;3911;3929	1	-2	0	0	0	0	0	0	1	0	0	0	0	0	9246700	0	0	0	0	0	0	9246700	0	0	0	0	0	90654	0	0	0	0	0	0	90654	0	0	0	0	0	0	0	0	0	0	0	2118900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			17	510	True	565	2146	2682	2682	159	8;9	467	468;471
A0A087X183;H0Y4V9;Q92615	A0A087X183;H0Y4V9;Q92615	1;1;1	1;1;1	1;1;1	La-related protein 4B	LARP4B	>tr|A0A087X183|A0A087X183_HUMAN La-related protein 4B (Fragment) OS=Homo sapiens GN=LARP4B PE=1 SV=1;>tr|H0Y4V9|H0Y4V9_HUMAN La-related protein 4B (Fragment) OS=Homo sapiens GN=LARP4B PE=1 SV=1;>sp|Q92615|LAR4B_HUMAN La-related protein 4B OS=Homo sapiens G	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6.5	6.5	6.5	16.486	153	153;339;738	1	-2	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	+			18	369	True	405	1642	2075	2075	160		145	
A0A0A0MR57;Q6ZNA1	A0A0A0MR57;Q6ZNA1	1;1	1;1	1;1	Zinc finger protein 836	ZNF836	>tr|A0A0A0MR57|A0A0A0MR57_HUMAN Zinc finger protein 836 OS=Homo sapiens GN=ZNF836 PE=4 SV=1;>sp|Q6ZNA1|ZN836_HUMAN Zinc finger protein 836 OS=Homo sapiens GN=ZNF836 PE=2 SV=2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.1	2.1	2.1	107.73	936	936;936	1	-2	0	2.1	0	0	0	0	0	0	0	0	0	0	100830	0	100830	0	0	0	0	0	0	0	0	0	0	1977	0	1977	0	0	0	0	0	0	0	0	0	0	0	93826	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	+			19	96	True	104	455	522	522	6;7;8		108;119;121	
CON__Q28107;A0A0A0MRJ7;P12259	CON__Q28107;A0A0A0MRJ7;P12259	1;1;1	1;1;1	1;1;1	Coagulation factor V;Coagulation factor V heavy chain;Coagulation factor V light chain	F5	>Q28107 SWISS-PROT:Q28107 (Bos taurus) Coagulation factor V precursor;>tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN Coagulation factor V OS=Homo sapiens GN=F5 PE=1 SV=1;>sp|P12259|FA5_HUMAN Coagulation factor V OS=Homo sapiens GN=F5 PE=1 SV=4	3	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0.6	0.6	0.6	248.98	2211	2211;2229;2224	0	7.221	0	0	0	0	0.6	0	0.6	0	0.6	0	0	0	1418500	0	0	0	0	341240	0	781440	0	295830	0	0	0	15938	0	0	0	0	3834.1	0	8780.2	0	3323.9	0	0	0	0	0	0	0	0	0	0	0	101900	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3			+	20	98	True	106	459;460;461	526;527;528	528				
A0A0A0MS51;A0A0A0MT01;P06396-2;P06396-4;P06396-3;P06396	A0A0A0MS51;A0A0A0MT01;P06396-2;P06396-4;P06396-3;P06396	2;2;2;2;2;2	2;2;2;2;2;2	1;1;1;1;1;1	Gelsolin	GSN	>tr|A0A0A0MS51|A0A0A0MS51_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1;>tr|A0A0A0MT01|A0A0A0MT01_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1;>sp|P06396-2|GELS_HUMAN Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN;>sp|P06396-4|GELS_HUMAN Isoform 4 of Ge	6	2	2	1	0	0	0	0	2	2	2	2	2	2	0	1	0	0	0	0	2	2	2	2	2	2	0	1	0	0	0	0	1	1	1	1	1	1	0	1	9.4	9.4	4	82.525	748	748;767;731;739;742;782	0	170.58	0	0	0	0	9.4	9.4	9.4	9.4	9.4	9.4	0	4	82668000	0	0	0	0	30157000	2516000	34707000	2286400	8877500	2845600	0	1278900	2505100	0	0	0	0	913840	76243	1051700	69284	269020	86229	0	38755	0	0	0	0	6908800	2705000	6993200	2296000	2787700	2696800	0	0	0	0	0	0	3	3	4	2	2	2	0	1	17				21	281;514	True;True	310;569	1283;1284;1285;1286;1287;1288;1289;1290;1291;2150;2151;2152;2153;2154;2155;2156;2157	1583;1584;1585;1586;1587;1588;1589;1590;1591;2686;2687;2688;2689;2690;2691;2692;2693	1587;2686				
H0Y7C1;M0R116;B1AKY9;A0A0A0MT26;P05023-3;P13637;P50993;P05023-4;P05023;P13637-2;P13637-3;Q13733	H0Y7C1;M0R116;B1AKY9;A0A0A0MT26;P05023-3;P13637;P50993;P05023-4;P05023;P13637-2;P13637-3;Q13733	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	Sodium/potassium-transporting ATPase subunit alpha-1;Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-4	ATP1A2;ATP1A3;ATP1A1;ATP1A4	>tr|H0Y7C1|H0Y7C1_HUMAN Sodium/potassium-transporting ATPase subunit alpha (Fragment) OS=Homo sapiens GN=ATP1A2 PE=1 SV=1;>tr|M0R116|M0R116_HUMAN Sodium/potassium-transporting ATPase subunit alpha OS=Homo sapiens GN=ATP1A3 PE=1 SV=1;>tr|B1AKY9|B1AKY9_HUMAN	12	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3.2	3.2	3.2	78.796	714	714;983;1009;1226;992;1013;1020;1023;1023;1024;1026;1029	0	6.5814	0	0	0	0	3.2	0	3.2	0	0	0	0	0	346880	0	0	0	0	128900	0	217980	0	0	0	0	0	9910.8	0	0	0	0	3682.8	0	6228	0	0	0	0	0	0	0	0	0	0	0	49951	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				22	500	True	555	2132;2133	2668;2669	2669				
A0A0A0MTH3;Q13418;Q13418-2;Q13418-3;A0A087WWY6	A0A0A0MTH3;Q13418;Q13418-2;Q13418-3	4;4;3;2;1	4;4;3;2;1	4;4;3;2;1	Integrin-linked protein kinase	ILK	>tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=1;>sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=2;>sp|Q13418-2|ILK_HUMAN Isoform 2 of Integrin-linked protein kinase OS=Homo 	5	4	4	4	0	0	0	0	4	2	2	1	2	2	0	1	0	0	0	0	4	2	2	1	2	2	0	1	0	0	0	0	4	2	2	1	2	2	0	1	18.8	18.8	18.8	54.611	483	483;452;391;318;111	0	58.699	0	0	0	0	18.8	13.9	10.6	5.4	13.9	7.5	0	2.1	41814000	0	0	0	0	27534000	1327200	5663300	533890	5093300	1547700	0	114720	1742200	0	0	0	0	1147200	55299	235970	22245	212220	64486	0	4780	0	0	0	0	4674200	1293000	1517300	0	2141100	2297200	0	0	0	0	0	0	5	2	3	1	2	2	0	1	16				23	7;173;223;391	True;True;True;True	7;187;245;428	17;18;19;20;21;759;760;761;762;1008;1722;1723;1724;1725;1726	18;19;20;21;22;23;836;837;838;839;1148;2158;2159;2160;2161;2162	18;836;1148;2159				
A0A0J9YXP8;A0A0J9YX90;A0A0J9YYH3;K7EQ48;A0A0A0MTS2;P06744;P06744-2	A0A0J9YXP8;A0A0J9YX90;A0A0J9YYH3;K7EQ48;A0A0A0MTS2;P06744;P06744-2	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	Glucose-6-phosphate isomerase	GPI	>tr|A0A0J9YXP8|A0A0J9YXP8_HUMAN Glucose-6-phosphate isomerase (Fragment) OS=Homo sapiens GN=GPI PE=1 SV=1;>tr|A0A0J9YX90|A0A0J9YX90_HUMAN Glucose-6-phosphate isomerase (Fragment) OS=Homo sapiens GN=GPI PE=1 SV=1;>tr|A0A0J9YYH3|A0A0J9YYH3_HUMAN Glucose-6-ph	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11.2	11.2	11.2	30.37	268	268;279;283;474;573;558;569	0.010753	6.3319	0	0	0	0	0	0	11.2	0	0	0	0	0	816720	0	0	0	0	0	0	816720	0	0	0	0	0	51045	0	0	0	0	0	0	51045	0	0	0	0	0	0	0	0	0	0	0	187160	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				24	611	True	673	2512	3105	3105	161		231	
A0A0A6YYC0;O75676-2	A0A0A6YYC0;O75676-2	1;1	1;1	1;1			>tr|A0A0A6YYC0|A0A0A6YYC0_HUMAN Ribosomal protein S6 kinase alpha-4 (Fragment) OS=Homo sapiens GN=RPS6KA4 PE=1 SV=5;>sp|O75676-2|KS6A4_HUMAN Isoform 2 of Ribosomal protein S6 kinase alpha-4 OS=Homo sapiens GN=RPS6KA4	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2.4	2.4	2.4	78.366	704	704;766	1	-2	0	0	0	0	2.4	0	0	0	0	0	0	2.4	7164600	0	0	0	0	4535700	0	0	0	0	0	0	2628900	210720	0	0	0	0	133400	0	0	0	0	0	0	77320	0	0	0	0	0	0	0	0	0	0	0	2340700	0	0	0	0	0	0	0	0	0	0	0	0	0	+			25	2	True	2	5;6	5;6	5	162;163	10	384;385	383
A0A0B4J1R6;P29401;P29401-2	A0A0B4J1R6;P29401;P29401-2	1;1;1	1;1;1	1;1;1	Transketolase	TKT	>tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens GN=TKT PE=1 SV=1;>sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3;>sp|P29401-2|TKT_HUMAN Isoform 2 of Transketolase OS=Homo sapiens GN=TKT	3	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5.7	5.7	5.7	49.91	457	457;623;631	0	13.23	0	0	0	0	0	0	5.7	0	5.7	0	0	0	1932600	0	0	0	0	0	0	1165000	0	767650	0	0	0	87848	0	0	0	0	0	0	52954	0	34893	0	0	0	0	0	0	0	0	0	0	0	264430	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2				26	144	True	154	659;660	733;734	734				
A0A0B4J2E5;Q15269	A0A0B4J2E5;Q15269	1;1	1;1	1;1	Periodic tryptophan protein 2 homolog	PWP2	>tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Protein LOC102724159 OS=Homo sapiens GN=LOC102724159 PE=1 SV=1;>sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens GN=PWP2 PE=2 SV=2	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.1	2.1	2.1	102.45	919	919;919	1	-2	0	0	0	0	0	0	0	0	2.1	0	0	0	10171000	0	0	0	0	0	0	0	0	10171000	0	0	0	260800	0	0	0	0	0	0	0	0	260800	0	0	0	0	0	0	0	0	0	0	0	3503500	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	+			27	547	True	605	2261	2803	2803	9;10	11	648;659	654
A0A0C4DG89;Q7L014	A0A0C4DG89;Q7L014	1;1	1;1	1;1	Probable ATP-dependent RNA helicase DDX46	DDX46	>tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=1;>sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.5	2.5	2.5	117.46	1032	1032;1031	1	-2	0	0	0	0	0	0	2.5	0	0	0	0	0	509190	0	0	0	0	0	0	509190	0	0	0	0	0	9607.3	0	0	0	0	0	0	9607.3	0	0	0	0	0	0	0	0	0	0	0	116680	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	+			28	503	True	558	2136	2672	2672	11;12;164		926;927;940	
A0A0D9SF54;Q13813-3;Q13813;Q13813-2;A0A0D9SGF6	A0A0D9SF54;Q13813-3;Q13813;Q13813-2	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	>tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=1;>sp|Q13813-3|SPTN1_HUMAN Isoform 3 of Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1;>sp|Q13813|SPTN1_HUMAN Spectrin alpha chai	5	3	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1.5	1.5	1.5	282.83	2457	2457;2452;2472;2477;2498	0	23.416	0	0	0	0	0	0	1.5	0	0	0	0	0	943320	0	0	0	0	0	0	943320	0	0	0	0	0	6690.2	0	0	0	0	0	0	6690.2	0	0	0	0	0	0	0	0	0	0	0	216170	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3				29	118;648;649	True;True;True	128;716;717	563;2692;2693	632;3302;3303	632;3302;3303				
